"tropic hormone","hormone that controls the release of another hormone"
"tympanic membrane","membrane that separates the outer ear from the middle ear and the tympanic membrane is also known as the eardrum"
"unconditioned response","response that automatically follows an unconditioned stimulus, without necessitating learning and conditoning to create the link"
"unconditioned stimulus","stimulus that elicits an unconditioned response automatically, without necessitating learning and conditioning to create the link"
"undifferentiated-type SCZ","characterized by the basic criteria, but symptoms that don't fit into one of the other subtypes"
"universal emotions","six major emotions that appear to be universal across cultures: happiness, sadness, surprise, fear, disgust, and anger"
"universal grammar","basic rules of language, presumed to be innate, that allow the human mind to gain mastery of language from limited exposure during sensitive developmental years in early childohod"
"upward mobility","increase in social class"
"urbanization","growth of urban areas (as people move from rural to urban areas) as the result of global change. Urbanization is tied to industrialization, and industrialized countries have more people living in urban areas than non-industrialized countries do"
"utilitarian organization","organization in which members get paid for their efforts, such as businesses"
"vagus nerves","cranial nerve pair X. Vagus nerves are very large mixed nerves (they carry both sensory input and motor output) that innervate virtually every visceral organ. They are especially important in transmitting PS input to the heart and the digestive smooth muscle"
"values","culture's standard for evaluating what is good or bad"
"variable-interval schedule","reinforcement schedule in which reward is offered after an unpredictable number of occurrences of a behavior"
"variable-ratio schedule","reinforcement schedule in which reward is offered after an unpredictable time interval"
"visual cortex","area of the occipital lobe responsible for processing visual information"
"visuospatial sketchpad","Part of Alan Baddeley's model of working memory that allows for the repetition of visuospatial information (images) to aid with encoding it into memory"
"vitreous humor","thick, gelatinous fluid found in the posterior segment of the eye (between the lens and the retina). The vitreous humor is only produced during a fetal development and helps maintain intraocular pressure (pressure inside the eye)"
"walking/stepping reflex","In response to the soles of a baby's feet touching a flat surface, they will attempt to ""walk"" by placing one foot in front of the other. This reflex disappears around 6 weeks and reappears around 8-12 months when a baby learns to walk"
"Max Weber","Weber agreed with Marx's ideas about conflict theory, but he did not believe that the collapse of capitalism was inevitable; rather, he argued that there could be more than one source of conflict such as conflict over inequalities in political power and social status. Max Weber, along with Emile Durkheim and Karl Marx, is considered the founding father of sociology"
"Weber's Law","law pertains to sensory perception and dictates that two stimuli must differ by a constant proportion in order for their difference to be perceptible"
"welfare capitalism","system in which most of the economy is private with the exception of extensive social welfare programs to serve certain needs within society"
"Wernicke's area","area of the brain, located in the posterior section of the temporal lobe in the language dominant hemisphere of the brain (left for most people), that is involved with the comprehension of speech and written language. Individuals with damage to this area are unable to understand language and produce nonsensical sounds with the same rhythm and syntax as speech"
"white matter","myelinated axons"
"withdrawal","uncomfortable and often painful experience that may accompany the discontinuing of a drug. Withdrawal is immediately alleviated if the user takes the substance (thus reinforcing the addiction) or dissipates slowly over time (like in the case of detoxification)"
"working memory","STM for information in immediate awareness. According to Alan Baddeley, working memory consists of four components: central executive, a phonological loop, a visuospatial sketchpad, and the episodic buffer"
"Yerkes-Dodson Law","law that describes an upside down U-shaped relationship between arousal and performance. It asserts that a moderate level of arousal creates optimal performance and too little arousal leads to complacency and too much arousal can be overwhelming"
"Philip Zimbardo","psychologist best known for his prison study which elucidated the extreme effects of role playing on human behavior and a group of 24 male students were isolated and asked to play the roles of prisoners and guards; the participants adapted to their roles well beyond Zimbardo's expectations. The ""guards"" enforced extreme measures, including psychological torture, and many of the ""prisoner"" passively accepted psychological abuse and readily harassed other ""prisoner"" who attempted to prevent it"
