tag1,tag2,subsection,term,definition
Sociology,Social Behavior,Social Behavior,back stage,"dramaturgical approach where we can let down our guard and be ourselves, as opposed to front stage where we are playing a role for others"
Sociology,Social Behavior,Social Behavior,front stage,"in the dramaturgical perspective, this is where we play a role and use impression management to craft the way we come across to other people"
Sociology,Social Behavior,Social Behavior,groupthink,"phenomenon where, within a group, the desire for harmony or conformity results in an easy consensus, even if the final decision is not the best one"
Sociology,Social Behavior,Social Behavior,hypnotism,"structured social interaction in which an individual is instructed to focus attention a particular way, relax, and let go (more susceptible to accepting suggestions)"
Sociology,Social Behavior,Social Behavior,institutional discrimination,"refers to unjust and discriminatory practices employed by large organizations that have been codified into operations procedures, processes, or institutional objectives"
Sociology,Social Behavior,Social Behavior,prejudice,"thoughts, attitudes, and feelings someone holds about a group that are not based on actual experience; a prejudgment or biased thinking about a group and its members"
Sociology,Social Behavior,Social Behavior,residential segregation,"separation of groups into different neighborhoods; separation most often occurs due to racial difference, ethnic differences, and/or socieconomic. Residential segregation is not based on laws, but rather enduring social patterns, which are attributed to suburbanization, discrimination, and personal preferences"
Sociology,Social Behavior,Social Behavior,scapegoat,"people or group who are unfairly blamed for something, or at whom displaced aggression is directed"
Sociology,Social Behavior,Social Behavior,self-concept (self-identity),"broadly defined as the sum of an individuals' knowledge and understanding of his-or her-self including physical, psychological, and social attributes, which can be influenced by the individual's attitudes, habits, beliefs, and ideas"
Sociology,Social Behavior,Social Behavior,social constructionsim,sociological theory that argues that people actively shape their reality through social interactions; it is therefore something that is constructed and not inherent. Social constructionism looks to uncover the ways in which individuals and groups participate in the construction of their perceived social reality
Sociology,Social Behavior,Social Behavior,social cues,verbal or nonverbal hints that guide social interactions
Sociology,Social Behavior,Social Behavior,socialization,"process through which people learn to be proficient in members of society; a lifelong process where people learn the attitudes, values, and beliefs that are reinforced by a particular culture"
Sociology,Social Behavior,Social Behavior,stereotypes,"oversimplified ideas about groups of people, based on characteristics (race, gender, sexual orientation, religion, disability). Stereotypes can be positive or negative"
Sociology,Social Behavior,Social Behavior,stigma,extreme disapproval of a person or a group based on the person or groups actual or perceived deviance from society
Sociology,Social Structure,"Social institutions, roles & bureaucracy",beliefs,convictions or principles that people within a culture hold
Sociology,Social Structure,"Social institutions, roles & bureaucracy",capitalism,an economic system in which resources and production are mainly privately owned and goods/services are produced for profit
Sociology,Social Structure,"Social institutions, roles & bureaucracy",category,people who share similar characteristics but are not otherwise tied together as a group
Sociology,Social Structure,"Social institutions, roles & bureaucracy",church,"in sociology, a type of religious organization that is well-integrated into society and attempts to find an all-encompassing worldview for followers"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",coercive organizations,organization in which members do not have a choice in joining
Sociology,Social Structure,"Social institutions, roles & bureaucracy",cult (new religious movement),religious organization that is far outside society's norms and often involves a very different lifestyle
Sociology,Social Structure,"Social institutions, roles & bureaucracy",culture,"shared way of life, including beliefs and practices that a group shares"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",cultural relativism,judging another culture based on its own cultural standards
Sociology,Social Structure,"Social institutions, roles & bureaucracy",delusion,"a false belief that is not due to culture, and is not relinquished despite evidence that it is false"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",eccelesia,"dominant religious organization that includes most members of society, is recognized as the national or official religion, and tolerates no other religions"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",egalitarian family,family system where spouses are treated as equals and may be involved in more negotiation when making decisions
Sociology,Social Structure,"Social institutions, roles & bureaucracy",endogamy,practice of marrying within a particular group
Sociology,Social Structure,"Social institutions, roles & bureaucracy",ethnocentricism,tendency to judge people from another culture by the standards of one's own culture
Sociology,Social Structure,"Social institutions, roles & bureaucracy",feral children,neglected or abandoned children who grow up without human contact or care; much of our knowledge about socialization comes from these individuals who were not socialized
Sociology,Social Structure,"Social institutions, roles & bureaucracy",group polarization,phenomenon where groups tend to intensify the preexisting views of their members until the average view is more extreme than in initially was
Sociology,Social Structure,"Social institutions, roles & bureaucracy",ideal self,"constructed out of life experiences, societal expectations, and admirable traits from role models. The ideal self is the person you ought to be, while the real self is the person you actually are"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",in-group,a group that an individual belongs to and believes to be an integral part of who they are
Sociology,Social Structure,"Social institutions, roles & bureaucracy",kinship,"familial relationships including blood ties, family ties, and common ancestry"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",material culture,"consists of the physical objects that are particular to a culture, which helps to explain the relationship between artifacts and social relations"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",mindguarding,"pressure to conform within a group causes individuals to censor their own opinions in favor of consensus, which creates an illusion of unanimity"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",mores,norms that are highly important for the benefit of society and so are often strictly enforced. Mores are generally (but not always) formal norms
Sociology,Social Structure,"Social institutions, roles & bureaucracy",normative organizations,an organization where membership is based on morally relevant goals
Sociology,Social Structure,"Social institutions, roles & bureaucracy",organization,"large group, more impersonal than a network, that comes together to pursue particular activities and meet goals efficiently"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",out-group,group that an individual does not belong to
Sociology,Social Structure,"Social institutions, roles & bureaucracy",reference group,"group that serves as a standard measure that people compare themselves to, such as a peer group"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",religiosity,extent that religion influences a person's life
Sociology,Social Structure,"Social institutions, roles & bureaucracy",role conflict,occurs when there is a conflict in society's expectations for multiple statuses held by the same person (example: male nurse)
Sociology,Social Structure,"Social institutions, roles & bureaucracy",role exit,process of disengaging from a role that has become closely tied to one's self-identity to take on a new role
Sociology,Social Structure,"Social institutions, roles & bureaucracy",secondary group,"larger and more impersonal group than a primary group, which usually interacts for specific reasons for relatively short periods of time; these groups serve pragmatic needs"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",sect,religious organization that is distinct from the parent religion from which it was formed
Sociology,Social Structure,"Social institutions, roles & bureaucracy",social construct,social mechanism or practice that is constructred by society; essentially everyone in society agrees to treat a certain aspect a certain way regardless of its inherent value
Sociology,Social Structure,"Social institutions, roles & bureaucracy",social institutions,"complex of roles, norms, and values organized into a relatively stable form that contributes to social order by governing the behavior of people. Social institutions provide predictability and organization of individuals within a society, and mediate social behavior between people"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",social loafing,phenomenon where people tend to exert less effort if they are being evaluated as a group than if they are individually accountable
Sociology,Social Structure,"Social institutions, roles & bureaucracy",socialism,economic system where resources and production are collectively owned. Socialism includes a system of production and distribution designed to satisfy human needs (goods/services are produced for direct use instead of for profit).
Sociology,Social Structure,"Social institutions, roles & bureaucracy",society,group of people who share a culture and live/interact with each other within a definable area
Sociology,Social Structure,"Social institutions, roles & bureaucracy",state capitalism,"system in which companies are privately run, but work closely with the government in forming laws and regulations"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",symbolic culture,consists of symbols that carry a particular meaning and are recognized by people of the same culture. These symbols can communicate the values and norms of the culture
Sociology,Social Structure,"Social institutions, roles & bureaucracy",utilitarian organization,"organization in which members get paid for their efforts, such as businesses"
Sociology,Social Structure,"Social institutions, roles & bureaucracy",values,culture's standard for evaluating what is good or bad
Sociology,Social Structure,"Social institutions, roles & bureaucracy",welfare capitalism,system in which most of the economy is private with the exception of extensive social welfare programs to serve certain needs within society
Psychology,Development,"Social, emotional & identity development",affect,a person's visible emotion in the moment
Psychology,Development,"Social, emotional & identity development",aggregate,people who exist in the same space but do not interact or share a common sense of identity
Psychology,Development,"Social, emotional & identity development",anterograde amnesia,inability to form new memories
Psychology,Development,"Social, emotional & identity development",authoritarian parenting,parenting style in which parents impose strict rules that are expected to be followed unconditionally in an attempt to control children. This style is demanding and often relies on punishment
Psychology,Development,"Social, emotional & identity development",authoritative parenting,"parenting style that places limits on behavior and consistently follows through on consequences, but also expresses warmth and nurturing and allows for two-way communication between parents and children"
Psychology,Development,"Social, emotional & identity development",belief bias,tendency to draw conclusions based on what one already believes rather than sound logic
Psychology,Development,"Social, emotional & identity development",bystander effect,fact that a person is less likely to provide help when there are other people around
Psychology,Development,"Social, emotional & identity development",circadian rhythm,waxing and waning of alertness throughout the 24 hour day
Psychology,Development,"Social, emotional & identity development",consciousness,"awareness of self, internal states, and the environment"
Psychology,Development,"Social, emotional & identity development",difference threshold (just noticeable difference (JND)),threshold is a minimum noticeable difference between any two sensory stimuli (50%)
Psychology,Development,"Social, emotional & identity development",dissociative amnesia,"characterized by at least one episode of suddenly forgetting some important personal information, usually related to severe stress or trauma"
Psychology,Development,"Social, emotional & identity development",dual-coding hypothesis,hypothesis that is easier to remember words with associated images than either words or images alone
Psychology,Development,"Social, emotional & identity development",ego defense mechanisms,"to cope with this anxiety and protect the ego, all people develop ego defense mechanisms that unconsciously deny or distort reality. ego defense mechanisms are therefore normal, and become unhealthy only when taken to extremes"
Psychology,Development,"Social, emotional & identity development",empathy,ability to identify with others' emotions
Psychology,Development,"Social, emotional & identity development",external locus of control,"belief that one does not have control over outcomes, but they are controlled by outside forces"
Psychology,Development,"Social, emotional & identity development",frustration-aggression principle,"suggests that when someone is blocked from achieving a goal, this frustration can trigger anger, which can lead to aggression"
Psychology,Development,"Social, emotional & identity development",gender bias in medicine,occurs when women and men receive different treatment for the same disease or illness
Psychology,Development,"Social, emotional & identity development",group,"collection of any number of people (as few as two) who regularly interact and identify with each other, sharing similar norms, values, and expectations"
Psychology,Development,"Social, emotional & identity development",halo effect,"tendency to believe that people have inherently good or bad natures, rather than looking at individual characteristics"
Psychology,Development,"Social, emotional & identity development",identity formation (individuation),development of a distinct individual personality
Psychology,Development,"Social, emotional & identity development",impression management or self-presentation,the conscious or unconscious process whereby people attempt to manage their own images by influencing the perceptions of others. This is achieved by controlling the amount or type of information or the social interaction
Psychology,Development,"Social, emotional & identity development",incongruity,emotional result when the real self falls short of the ideal self
Psychology,Development,"Social, emotional & identity development",just world phenomenon,"tendency to believe that the world is fair and people get what they deserve. When bad things happen to others, it is the result of their actions or their failure to act, and when good things happen to us, it is because we deserved it"
Psychology,Development,"Social, emotional & identity development",linguistic relativity hypothesis,asserts that the language one speaks determines their thoughts and perceptions of the world
Psychology,Development,"Social, emotional & identity development",Lutenizing Hormone (LH),"tropic hormone produced by the anterior pituitary gland that targets the gonads. In females, LH triggers ovulation and the development of the corpus luteum during the menstrual cycle; in males, LH stimulates the production and release of testosterone"
Psychology,Development,"Social, emotional & identity development",meditation,mindfulness technique for training attention in a particular way; may involve intense focus on one object of attention or broad attention to a field of awareness
Psychology,Development,"Social, emotional & identity development",mere presence,"most basic level of interaction between individuals; when people are simply in each other's presence, either completing similar activities or just minding their own business"
Psychology,Development,"Social, emotional & identity development",mood,person's sustained internal emotion that colors his/her view of life
Psychology,Development,"Social, emotional & identity development",negative feedback,"biological process that works by maintaining stability or homeostasis; a system produces a result, which feeds back to stop the system and maintain the result within tightly controlled bounds"
Psychology,Development,"Social, emotional & identity development",overconfidence,overestimations of the accuracy of one's knowledge and judgments
Psychology,Development,"Social, emotional & identity development",primary groups,"groups that play a more important role in an individual's life (often meeting emotional needs); these groups are usually smaller and include those with whom the individual engages with in person, in long-term, emotional ways"
Psychology,Development,"Social, emotional & identity development",primary reinforcers,unconditioned consequences that are insanely satisfying or desirable and may be biologically driven
Psychology,Development,"Social, emotional & identity development",race,"biological, anthropological, or genetic origin of an individual, and includes the following U.S. Census categories: White, Black, or African American, American Indian, or Alaska Native, Asian, and Native Hawaiian or Other Pacific Islander"
Psychology,Development,"Social, emotional & identity development",relative refractory period,"period of time following an action potential when it is possible, but difficult, for the neuron to fire a second action potential, due to the fact that the membrane is further from threshold potential (hyperpolarized)"
Psychology,Development,"Social, emotional & identity development",residual-type SCZ,"where acute phase of SCZ has resolved and the criteria for SCZ are no longer met, but some symptoms are still present in mild forms"
Psychology,Development,"Social, emotional & identity development",SCZ,"disorder that is chronic and incapacitating and is characterized by psychosis and material impairment in social, occupational, or personal functioning"
Psychology,Development,"Social, emotional & identity development",selective attention,process by which one input is selected to focus on out of the field of possibilities in the environment
Psychology,Development,"Social, emotional & identity development",self-consciousness,awareness of one's self
Psychology,Development,"Social, emotional & identity development",self-fulfilling prophecy,when stereotypes lead a person to behave in such as way as to affirm the original stereotypes
Psychology,Development,"Social, emotional & identity development",self-serving bias,tendency to attribute our successes to ourselves and our failures to others or the external environment
Psychology,Development,"Social, emotional & identity development",sleep spindle,bursts of waves present in stage 2 sleep
Psychology,Development,"Social, emotional & identity development",social support,perception that one is cared for and part of a social network; supportive resources can be tangible or emotional
Psychology,Development,"Social, emotional & identity development",telencephalon,cerebral hemispheres
Psychology,Development,"Social, emotional & identity development",trial and error,strategy of problem-solving that involves trying different alternatives sequentially until success is achieved
Psychology,Development,"Social, emotional & identity development",vitreous humor,"thick, gelatinous fluid found in the posterior segment of the eye (between the lens and the retina). The vitreous humor is only produced during a fetal development and helps maintain intraocular pressure (pressure inside the eye)"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",addiction,a compulsion to do an act repeatedly; can consist of a psychological dependence and/or a physical dependence as evidenced by drug addiction withdrawal
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",Alzheimer's disease,"most prevalent forms of the dementia, characterized behaviorally by the inability to form new memories, known as anterograde amnesia"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",conversion disorder,"disorder characterized by a change in sensory or motor function that has no discernible physical or physiological cause, and which seems to be significantly affected by psychological factors. The symptoms of conversion disorder begin or worsen after an emotional conflict or other stressor"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",dissociative disorder,"characterized by a person's thoughts, feelings, perceptions, memories, or behaviors being separated from conscious awareness and control, in a way that is not explainable as mere forgetfulness"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",insomnia,"most common sleep disorder, characterized by difficulty falling or stay asleep"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",narcolepsy,"sleep disorder in which the individual experiences periodic, overwhelming sleepiness during waking periods that usually last less than five minutes"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",night terror,"usually occur during stage 3 sleep, unlike nightmares. The individual may sit up or walk around, babble, and appear terrified, although none of it is remembered the next morning"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",pain disorder,characterized by clinically important pain whose onset or severity seems significantly affected by psychological factors
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",psychological disorder,"set of behaviors and/or psychological symptoms that are not in keeping with cultural norms, and that are severe enough to cause significant personal distress and/or significant impairment to social, occupational, or personal functioning"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",sleep apnea,sleep disorder in which the individual intermittently stops breathing during sleep and may wake up gasping for breath
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",somatization disorder,"characterized by a variety of physical symptoms over an extended period of time, including: pain, GI, sexual, and pseudoneurological symptoms"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",somatoform disorder,"characterized primarily by physical symptoms and concerns, which many mimic physical (somatic) disease. However, the symptoms are not explainable medically and do not improve with medical treatment"
Psychology,Disorders,"Somatic, sleep, substance, and neurocognitive disorders",withdrawal,uncomfortable and often painful experience that may accompany the discontinuing of a drug. Withdrawal is immediately alleviated if the user takes the substance (thus reinforcing the addiction) or dissipates slowly over time (like in the case of detoxification)
Sociology,Social Structure,"Stratification, inequality & power",absolute poverty,"inability to meet a bare minimum of basic necessities, including clean drinking water, food, safe housing, and reliable access to healthcare"
Sociology,Social Structure,"Stratification, inequality & power",achieved status,statuses that are considered to be due largely to an individual's efforts
Sociology,Social Structure,"Stratification, inequality & power",amalgamation,occurs when majority and minority groups combine to form a new group
Sociology,Social Structure,"Stratification, inequality & power",ascribed status,statuses that are assigned to a person by society regardless of the person's own efforts
Sociology,Social Structure,"Stratification, inequality & power",assimilation,"process in which an individual forsakes aspects of his or her own cultural tradition to adopt those of a different culture. Generally, this individual is a member of a minority group who is attempting to conform to the culture of the dominant group"
Sociology,Social Structure,"Stratification, inequality & power",caste system,closed social stratification where people can do nothing to change the category that they are born into
Sociology,Social Structure,"Stratification, inequality & power",class system,"social stratification where people are grouped together by similar wealth, income, education, and the like, but the classes are open, meaning that people can strive to reach a higher class or fall into a lower one"
Sociology,Social Structure,"Stratification, inequality & power",cultural capital,non-financial social assets that promote social mobility
Sociology,Social Structure,"Stratification, inequality & power",depressant,"class of drugs that depress or slow down neural activity, includes alcohol, barbiturates (tranquilizers), and opiates"
Sociology,Social Structure,"Stratification, inequality & power",downward mobility,decrease in social class
Sociology,Social Structure,"Stratification, inequality & power",exogamy,a requirement to marry outside a particular group with it being the norm in almost all cultures to prohibit sexual relationships between certain relatives
Sociology,Social Structure,"Stratification, inequality & power",global stratification,"a comparison of the wealth, economic stability, and power of various countries"
Sociology,Social Structure,"Stratification, inequality & power",hallucinogens,"class of drugs also know as psychedelics that distort perceptions in the absence of any sensory input, creating hallucinations or altered sensory perceptions; includes LSD and marijuana"
Sociology,Social Structure,"Stratification, inequality & power",intergenerational mobility,change (increase or decrease) in social class between parents and children within a family
Sociology,Social Structure,"Stratification, inequality & power",intragenerational mobility,describes differences in social class between different members of the same generation
Sociology,Social Structure,"Stratification, inequality & power",latency stage,"fourth of Freud's five psychosexual stages; in this stage sexual interest subsides and is replaced by interests in other areas such as school, friends, and sports"
Sociology,Social Structure,"Stratification, inequality & power",master status,the one status that dominates the other statuses and determines that individual's general position
Sociology,Social Structure,"Stratification, inequality & power",meritocracy,social stratification where people's social standing are judged based on merit (or personal effort) alone; this is an idealized system -- no society solely stratifies based on effort
Sociology,Social Structure,"Stratification, inequality & power",relative poverty,an inability to meet the average standard of living within a society
Sociology,Social Structure,"Stratification, inequality & power",role strain,occurs when a single status results in conflicting expectations (for example a homosexual man may feel pressure to avoid being too gay or not being gay enough)
Sociology,Social Structure,"Stratification, inequality & power",social capital,potential for social networks to allow for upward social mobility
Sociology,Social Structure,"Stratification, inequality & power",social identity,"social definitions of self, including a race, religion, gender, occupation, and the like"
Sociology,Social Structure,"Stratification, inequality & power",social mobility,ability to move up or down within the social stratification system
Sociology,Social Structure,"Stratification, inequality & power",social roles,expectations for people of a given social status
Sociology,Social Structure,"Stratification, inequality & power",social stratification,"way that people are categorized in society; people can be categorized by race, education, wealth, and income (among other things)"
Sociology,Social Structure,"Stratification, inequality & power",SES,"often defined in terms of power, property, prestige because these three concepts tend to be related in U.S. society"
Sociology,Social Structure,"Stratification, inequality & power",sociology,"study of how individuals interact with, shape, and are subsequently shaped by, the society in which they live"
Sociology,Social Structure,"Stratification, inequality & power",status,sociological term that refers to all the socially defined positions within a society
Sociology,Social Structure,"Stratification, inequality & power",stimulants,"class of drugs that speed up body functions and neural activity and includes caffeine, nicotine, cocaine, and amphetamines"
Sociology,Social Structure,"Stratification, inequality & power",subculture,segment of society that shares a distinct pattern of traditions and values that differs from that of the larger society
Sociology,Social Structure,"Stratification, inequality & power",traditional authority,"form of leadership where power is due to custom, tradition, or accepted practice"
Sociology,Social Structure,"Stratification, inequality & power",upward mobility,increase in social class
Theories,,,activation-synthesis theory,theory that dreams are simply byproducts of brain activation during REM sleep. Suggests that the content of dreams is not purposeful or meaningful
People,,,Mary Ainsworth,famous for her strange situation experiments where mothers would leave their infants in an unfamiliar environment to see how they would react. Studies suggested a distinction between securely attached infants and insecurely attached infants
People,,,Solomon Asch,Conducted research on conformity and group pressure by placing subjects in a room with several confederates and observing behavior of the subject when the confederates provided clearly wrong answers to questions
Theories,,,Attenuation model of selective attention,"model of selective attention in which the mind has an attentuator, like a volume knob, that can tune up inputs to be attended and tune down unattended inputs, rather than totally eliminating them (accounts for the cocktail party effect)"
Theories,,,attribution theory,theory that attempts to explain how individuals view behavior - both our own behavior and the behavior of others - by attributing behavior to either internal or external cues
People,,,Albert Bandura,famous for his Bobo doll studies that demonstrated observational learning; also pioneered the idea of the importance of self-efficacy in promoting learning
Theories,,,Cannon-Bard Theory,theory of emotion that asserts that the physiological and cognitive aspects of emotion occur simultaneously and collectively lead to the behavioral reaction
People,,,Raymond Cattell,"psychologist interested in personality, who used factor analysis with hundreds of surface traits to identify which traits were related to each other. By this process, he identified sixteen source traits, and by factor analysis reduced fifteen of these into five global factors: extroversion, anxiety, receptivity, accommodation, and self-control"
Theories,,,cognitive dissonance theory,"explains that we feel tension (dissonance) whenever we hold two thoughts or beliefs (cognition) that are incompatible, or when attitudes and behaviors don't match. When this occurs, we try to reduce this unpleasant feeling of tension by making our views of the world match how we feel or what we've done"
Theories,,,conflict theory,"views society as being in competition for limited resources and society is a place where there will be inequality in resources, so individuals will compete for social, political, and material resources, like money, land, power, and leisure"
Theories,,,Drive Reduction Theory,theory about the impact of motivation on human behavior that suggests that a physiological need (a drive) creates an aroused state that motivated the organisms to reduce that need by engaging in some behavior
People,,,Emile Durkheim,"considered the father of sociology and a major proponent of functionalism, and he was the pioneer of modern social research and established the field of sociology as separate and distinct from psychology and political philosophy"
Theories,,,elaboration likelihood model,"model that explains when people may be persuaded by just the content of an argument, and when they may be persuaded by more superficial characteristics such as the appearance of a person delivering the message or the length of the argument"
People,,,Erik Erikson,"Erikson extended Freud's theory of developmental stages in two ways: added social and interpersonal factors, to supplement Freud's focus on unconscious conflicts within a person. And Erikson delineated additional developmental stages and conflicts in adolescence and adulthood, to supplement Freud's focus on early childhood. Erikson's stages include: trust vs. mistrust, autonomy vs. shame and doubt, initiative vs. guilt, industry vs. inferiority, identity vs. role confusion, intimacy vs. isolation, generativity vs. stagnation, and integrity vs. despair"
Theories,,,feature detection theory,"theory of visual perception that proposes that certain neurons fire for individual and specific features of a visual stimulus, such as shape, color, line, movements, etc."
Theories,,,filter model,model of selective attention that suggests that information from a sensory buffer is put through a filter that allows only selected inputs through
Theories,,,Five-Factor Model (Costa and McCrae's Five Factor Model),"a model developed to explain personality using five overarching personality traits, which include: extroversion, neuroticism, openness to experience, agreeableness, and conscientiousness"
People,,,Sigmund Freud,Austrian neurologist who is considered the founding father of psychoanalytic theory
Theories,,,functionalism (structural functionalism),"oldest of the main theories of sociology, this theory conceptualizes society as a living organism with many different parts and organs, each of which has a distinct purpose"
People,,,Phineas Gage,"famous case of a man who suffered damage to his prefrontal cortex after a railroad tie blasted through his head. His symptoms, due to damage to this area, included impulsivity, an inability to stick to plans, and an inability to demonstrate empathy"
Theories,,,game theory,"theory used to try and predict large, complex systems, such as the overall behavior of a population"
People,,,Ludwig Gumplowicz,"expanded upon Marx's ideas about conflict theory by proposing that society is shaped by war and conquest, and that cultural and ethnic conflicts lead to certain groups becoming dominant over other groups"
Theories,,,incentive theory,theory that suggests that incentives (objects and events in the environment that either help induce or discourage certain behaviors) motivate human behavior
Theories,,,information-processing models,"models for cognition that assume that information from the environment is processed by our computer-like minds through a series of steps including attention, perception, and storage into memory"
Theories,,,James-Lange Theory,theory of emotion that claims that emotional experience is the result of physiological and behavioral responses
People,,,Kohlberg's stages of moral development,"Six identifiable developmental stages of moral reasoning, which form the basis of ethical behavior. The pre-conventional (level 1) contains the first stage (obedience and punishment orientation) and second stage (self-interest orientation). The conventional (level 2) contains the third stage (interpersonal accord and conformity) and fourth stage (authority and social-order maintaining orientation). The post-conventional (level 3) contains the fifth stage (social contract orientation) adn sixth stage (universal ethical principles)."
People,,,Karl Marx,"closely identified with conflict theory, Marx argued that societies progress through class struggle between those who own and control production and those who labor and provide the manpower for production. He believed that capitalism produced internal tensions which would ultimately lead to self-destruction of capitalist society, to be replaced by socialism. Karl Marx, along with Emile Durkheim and Max Weber, is considered a founding father of sociology"
Theories,,,Maslow's Hierarchy of Needs,"Abraham Maslow sought to explain human behavior by creating a heirarchy of needs (pyramid). At the base of this pyramid are physiological needs, or the basic elements necessary to sustain human life. In order, the rest of the needs include: safety, love and belongingness, esteem, and self-actualization. Lower level needs must be met before higher level needs"
People,,,Stanley Milgram,"conducted research on obedience where he asked subjects to administer a shock to what they thought was another subject (but was just an actor), and he monitored the degree of subjects' compliance or obedience"
Theories,,,modeling,mechanism behind observational learning in which an observer sees a behavior being performed by another person. This model is utilized to allow the observer to later imitate the behavior
Theories,,,psychoanalytic theory,"according to this theory, personality is shaped by a person's unconscious motives, and to gain insight into the emotional issues and conflicts that are causing difficulties"
Theories,,,resource model of attention,"since attention is a limited resource, if multiple tasks do not exceed this limit, they can be done simultaneously. If they do, they they interfere with each other an dare difficult to do simultaneously"
People,,,Carl Rogers,"the founder of humanistic psychology perspective, pioneered the person-centered approach to therapy"
Theories,,,Schacter-Singer theory,theory of emotion that asserts that the experience of physiological arousal occurs first and is followed by a conscious cognitive interpretation or appraisal that allows for the identification of the experience emotion
Theories,,,signal detection theory,"theory that attempts to predict how and when someone will detect the presence of a given sensory stimuli (""signal"") amidst all of the other sensory stimuli in the background (considered the noise). There are four possible outcomes: a hit (signal is present and was detected), a miss (signal was present but not detected), a false alarm (signal was not present but the person thought it was), and a correct rejection (signal was not present and the person did not think it was)."
People,,,B.F. Skinner,"coined the term ""operant conditioning."" He is famous for his ""Skinner Box"" in which he used reinforcements to shape animal behavior"
Theories,,,spotlight model,"model for visual attention, with a spotlight representing one's attention and its ability to unlock from a current target, move focus, and lock onto a new target"
Theories,,,spreading activation theory,"theory of information retrieval that involves a search process where specific nodes are activated, which leads to the activation of related nodes, and so on. A node doesn't become activated until it receives input signals from its neighbors that are strong enough to reach a response threshold. The effect of input signals is cummulative: the response threshold is reached by the summation of input signals from multiple nodes"
Theories,,,symbolic interactionism,"micro-level theory in sociology, which examines the relationship between individuals and society by focusing on communication, the exchange of information through language and symbols. Symbolic interactionism suggests that the mind and self emerge through the social process of communication or use of symbols"
People,,,Max Weber,"Weber agreed with Marx's ideas about conflict theory, but he did not believe that the collapse of capitalism was inevitable; rather, he argued that there could be more than one source of conflict such as conflict over inequalities in political power and social status. Max Weber, along with Emile Durkheim and Karl Marx, is considered the founding father of sociology"
Theories,,,Yerkes-Dodson Law,law that describes an upside down U-shaped relationship between arousal and performance. It asserts that a moderate level of arousal creates optimal performance and too little arousal leads to complacency and too much arousal can be overwhelming
People,,,Philip Zimbardo,"psychologist best known for his prison study which elucidated the extreme effects of role playing on human behavior and a group of 24 male students were isolated and asked to play the roles of prisoners and guards; the participants adapted to their roles well beyond Zimbardo's expectations. The ""guards"" enforced extreme measures, including psychological torture, and many of the ""prisoner"" passively accepted psychological abuse and readily harassed other ""prisoner"" who attempted to prevent it"
