delusion,"a false belief that is not due to culture, and is not relinquished despite evidence that it is false",Sociology,Social Structure
demography,"the study of human population dynamics, including the size, structure, and distribution of a population, and changes in the population over time due to birth, death, and migration",Sociology,Social Structure
depressant,"class of drugs that depress or slow down neural activity, includes alcohol, barbiturates (tranquilizers), and opiates",Sociology,Social Structure
deviance,violation of a society's standards of conduct or expectations,Sociology,Social Structure
downward mobility,decrease in social class,Sociology,Social Structure
dramaturgical approach,"assumes that people are theatrical performers and that everyday life is a stage; just as actors project a certain on-screen image, people in society choose what kind of image they want to communicate verbally and nonverbally to others. Also called the dramaturgical perspective",Sociology,Social Structure
eccelesia,"dominant religious organization that includes most members of society, is recognized as the national or official religion, and tolerates no other religions",Sociology,Social Structure
egalitarian family,family system where spouses are treated as equals and may be involved in more negotiation when making decisions,Sociology,Social Structure
endogamy,practice of marrying within a particular group,Sociology,Social Structure
ethnicity,socially defined concept referring to whether or not people identify with each other based on shared social experience or ancestry,Sociology,Social Structure
ethnocentricism,tendency to judge people from another culture by the standards of one's own culture,Sociology,Social Structure
exogamy,a requirement to marry outside a particular group with it being the norm in almost all cultures to prohibit sexual relationships between certain relatives,Sociology,Social Structure
fecundity,potential reproductive capacity of a female in a population,Sociology,Social Structure
feral children,neglected or abandoned children who grow up without human contact or care; much of our knowledge about socialization comes from these individuals who were not socialized,Sociology,Social Structure
food desert,"an area, typically in a highly populated lower income urban environment, where healthy, fresh food is difficult to find",Sociology,Social Structure
general fertility rate,annual number of live births per 1000 women of childbearing age within a population,Sociology,Social Structure
generalized other,"when a person tries to imagine what is expected of them from society, they are taking on the perspective of the generalized other",Sociology,Social Structure
global inequality,extent to which income and wealth is distributed in an uneven manner among the world's population,Sociology,Social Structure
global stratification,"a comparison of the wealth, economic stability, and power of various countries",Sociology,Social Structure
group polarization,phenomenon where groups tend to intensify the preexisting views of their members until the average view is more extreme than in initially was,Sociology,Social Structure
hallucinogens,"class of drugs also know as psychedelics that distort perceptions in the absence of any sensory input, creating hallucinations or altered sensory perceptions; includes LSD and marijuana",Sociology,Social Structure
Harry and Margaret Harlow,Researchers known for their controversial experiments with monkeys in which they showed that baby monkeys are drawn to mothers that provide comfort rather than simply food. Also showed that monkeys raised in isolation developed severe mental and social deficits,Sociology,Social Structure
healthcare disparities,"population-specific differences in the presences of disease, health outcomes, and quality of healthcare across different social groups",Sociology,Social Structure
ideal self,"constructed out of life experiences, societal expectations, and admirable traits from role models. The ideal self is the person you ought to be, while the real self is the person you actually are",Sociology,Social Structure
in-group,a group that an individual belongs to and believes to be an integral part of who they are,Sociology,Social Structure
informational social influence,the process of complying because we want to do the right thing and we feel like others know something I don't know,Sociology,Social Structure
intergenerational mobility,change (increase or decrease) in social class between parents and children within a family,Sociology,Social Structure
intragenerational mobility,describes differences in social class between different members of the same generation,Sociology,Social Structure
kinship,"familial relationships including blood ties, family ties, and common ancestry",Sociology,Social Structure
latency stage,"fourth of Freud's five psychosexual stages; in this stage sexual interest subsides and is replaced by interests in other areas such as school, friends, and sports",Sociology,Social Structure
latent functions,"unintended or less recognizable consequences or a social structure; can be considered beneficial, neutral, or harmful",Sociology,Social Structure
manifest functions,intended and obvious consequences of a social structure,Sociology,Social Structure
master status,the one status that dominates the other statuses and determines that individual's general position,Sociology,Social Structure
material culture,"consists of the physical objects that are particular to a culture, which helps to explain the relationship between artifacts and social relations",Sociology,Social Structure
matriarchy,social system where females (especially mothers within families) are the primary authority figures,Sociology,Social Structure
mechanoreceptor,"sensory receptor that responds to mechanical disturbances, such as shape changes (being squashed, bent, pulled). Mechanoreceptors include touch receptors in the skin, hair cells in the ear, muscle spindles, and others",Sociology,Social Structure
meritocracy,social stratification where people's social standing are judged based on merit (or personal effort) alone; this is an idealized system -- no society solely stratifies based on effort,Sociology,Social Structure
mindguarding,"pressure to conform within a group causes individuals to censor their own opinions in favor of consensus, which creates an illusion of unanimity",Sociology,Social Structure
mores,norms that are highly important for the benefit of society and so are often strictly enforced. Mores are generally (but not always) formal norms,Sociology,Social Structure
mortality,death rate in a population,Sociology,Social Structure
multiculturalism (pluralism),"perspective that endorses equal standing for all cultural traditions. It promotes the idea of cultures coming together in a true melting pot, rather than in a hierarchy",Sociology,Social Structure
normative social influence,when the motivation for compliance is a desire for the approval of others and to avoid rejection,Sociology,Social Structure
normative organizations,an organization where membership is based on morally relevant goals,Sociology,Social Structure
organization,"large group, more impersonal than a network, that comes together to pursue particular activities and meet goals efficiently",Sociology,Social Structure
out-group,group that an individual does not belong to,Sociology,Social Structure
reference group,"group that serves as a standard measure that people compare themselves to, such as a peer group",Sociology,Social Structure
relative poverty,an inability to meet the average standard of living within a society,Sociology,Social Structure
religiosity,extent that religion influences a person's life,Sociology,Social Structure
replacement level fertility,number of children that a woman or couple must have in order to replace the number of the people in the population who die,Sociology,Social Structure
role conflict,occurs when there is a conflict in society's expectations for multiple statuses held by the same person (example: male nurse),Sociology,Social Structure
role exit,process of disengaging from a role that has become closely tied to one's self-identity to take on a new role,Sociology,Social Structure
role strain,occurs when a single status results in conflicting expectations (for example a homosexual man may feel pressure to avoid being too gay or not being gay enough),Sociology,Social Structure
secondary group,"larger and more impersonal group than a primary group, which usually interacts for specific reasons for relatively short periods of time; these groups serve pragmatic needs",Sociology,Social Structure
sect,religious organization that is distinct from the parent religion from which it was formed,Sociology,Social Structure
social behaviorism,idea that the mind and self emerge through the process of communicating with others,Sociology,Social Structure
social capital,potential for social networks to allow for upward social mobility,Sociology,Social Structure
social construct,social mechanism or practice that is constructred by society; essentially everyone in society agrees to treat a certain aspect a certain way regardless of its inherent value,Sociology,Social Structure
social dysfunction,process that has undesirable consequences and may actually reduce the stability of society,Sociology,Social Structure
social epidemiology,"study of the distribution of health and disease across a population, with the focus on using social concepts to explain patterns of health and illness in a population",Sociology,Social Structure
social facilitation effect,"phenomenon that describes how people tend to perform simple, well-learned tasks better when other people are present",Sociology,Social Structure
social facts,"elements that serve some function in society, such as the laws, morals, values, religions, customs, rituals, and rules that make up a society",Sociology,Social Structure
social identity,"social definitions of self, including a race, religion, gender, occupation, and the like",Sociology,Social Structure
social institutions,"complex of roles, norms, and values organized into a relatively stable form that contributes to social order by governing the behavior of people. Social institutions provide predictability and organization of individuals within a society, and mediate social behavior between people",Sociology,Social Structure
social loafing,phenomenon where people tend to exert less effort if they are being evaluated as a group than if they are individually accountable,Sociology,Social Structure
social mobility,ability to move up or down within the social stratification system,Sociology,Social Structure
social network,"web of social relationships, including those in which a person is directly linked to others as well as those in which people are indirectly connected through others",Sociology,Social Structure
social perception,ability to understand others in our social world; the initial information we process about other people in order to try to understand their mindsets and attentions,Sociology,Social Structure
social reproduction,structures and activities in place in a society that serve to transmit and reinforce social inequality from one generation to the next - cultural and social capital are two mechanisms by which social reproduction occurs,Sociology,Social Structure
social roles,expectations for people of a given social status,Sociology,Social Structure
social stratification,"way that people are categorized in society; people can be categorized by race, education, wealth, and income (among other things)",Sociology,Social Structure
socialism,economic system where resources and production are collectively owned. Socialism includes a system of production and distribution designed to satisfy human needs (goods/services are produced for direct use instead of for profit).,Sociology,Social Structure
society,group of people who share a culture and live/interact with each other within a definable area,Sociology,Social Structure
SES,"often defined in terms of power, property, prestige because these three concepts tend to be related in U.S. society",Sociology,Social Structure
sociology,"study of how individuals interact with, shape, and are subsequently shaped by, the society in which they live",Sociology,Social Structure
social phobia,"unreasonable, paralyzing fear of feeling embarrassed or humiliated while one is watched by others, even while performing routing activities such as eating in public or using a public restroom",Sociology,Social Structure
state capitalism,"system in which companies are privately run, but work closely with the government in forming laws and regulations",Sociology,Social Structure
status,sociological term that refers to all the socially defined positions within a society,Sociology,Social Structure
stimulants,"class of drugs that speed up body functions and neural activity and includes caffeine, nicotine, cocaine, and amphetamines",Sociology,Social Structure
subculture,segment of society that shares a distinct pattern of traditions and values that differs from that of the larger society,Sociology,Social Structure
symbolic culture,consists of symbols that carry a particular meaning and are recognized by people of the same culture. These symbols can communicate the values and norms of the culture,Sociology,Social Structure
traditional authority,"form of leadership where power is due to custom, tradition, or accepted practice",Sociology,Social Structure
upward mobility,increase in social class,Sociology,Social Structure
urbanization,"growth of urban areas (as people move from rural to urban areas) as the result of global change. Urbanization is tied to industrialization, and industrialized countries have more people living in urban areas than non-industrialized countries do",Sociology,Social Structure
utilitarian organization,"organization in which members get paid for their efforts, such as businesses",Sociology,Social Structure
values,culture's standard for evaluating what is good or bad,Sociology,Social Structure
welfare capitalism,system in which most of the economy is private with the exception of extensive social welfare programs to serve certain needs within society,Sociology,Social Structure
term,definition,tag1,tag2
activation-synthesis theory,theory that dreams are simply byproducts of brain activation during REM sleep. Suggests that the content of dreams is not purposeful or meaningful,Theories,
Attenuation model of selective attention,"model of selective attention in which the mind has an attentuator, like a volume knob, that can tune up inputs to be attended and tune down unattended inputs, rather than totally eliminating them (accounts for the cocktail party effect)",Theories,
attribution theory,theory that attempts to explain how individuals view behavior - both our own behavior and the behavior of others - by attributing behavior to either internal or external cues,Theories,
Cannon-Bard Theory,theory of emotion that asserts that the physiological and cognitive aspects of emotion occur simultaneously and collectively lead to the behavioral reaction,Theories,
cognitive dissonance theory,"explains that we feel tension (dissonance) whenever we hold two thoughts or beliefs (cognition) that are incompatible, or when attitudes and behaviors don't match. When this occurs, we try to reduce this unpleasant feeling of tension by making our views of the world match how we feel or what we've done",Theories,
conflict theory,"views society as being in competition for limited resources and society is a place where there will be inequality in resources, so individuals will compete for social, political, and material resources, like money, land, power, and leisure",Theories,
Drive Reduction Theory,theory about the impact of motivation on human behavior that suggests that a physiological need (a drive) creates an aroused state that motivated the organisms to reduce that need by engaging in some behavior,Theories,
elaboration likelihood model,"model that explains when people may be persuaded by just the content of an argument, and when they may be persuaded by more superficial characteristics such as the appearance of a person delivering the message or the length of the argument",Theories,
feature detection theory,"theory of visual perception that proposes that certain neurons fire for individual and specific features of a visual stimulus, such as shape, color, line, movements, etc.",Theories,
filter model,model of selective attention that suggests that information from a sensory buffer is put through a filter that allows only selected inputs through,Theories,
Five-Factor Model (Costa and McCrae's Five Factor Model),"a model developed to explain personality using five overarching personality traits, which include: extroversion, neuroticism, openness to experience, agreeableness, and conscientiousness",Theories,
functionalism (structural functionalism),"oldest of the main theories of sociology, this theory conceptualizes society as a living organism with many different parts and organs, each of which has a distinct purpose",Theories,
game theory,"theory used to try and predict large, complex systems, such as the overall behavior of a population",Theories,
incentive theory,theory that suggests that incentives (objects and events in the environment that either help induce or discourage certain behaviors) motivate human behavior,Theories,
information-processing models,"models for cognition that assume that information from the environment is processed by our computer-like minds through a series of steps including attention, perception, and storage into memory",Theories,
James-Lange Theory,theory of emotion that claims that emotional experience is the result of physiological and behavioral responses,Theories,
Maslow's Hierarchy of Needs,"Abraham Maslow sought to explain human behavior by creating a heirarchy of needs (pyramid). At the base of this pyramid are physiological needs, or the basic elements necessary to sustain human life. In order, the rest of the needs include: safety, love and belongingness, esteem, and self-actualization. Lower level needs must be met before higher level needs",Theories,
modeling,mechanism behind observational learning in which an observer sees a behavior being performed by another person. This model is utilized to allow the observer to later imitate the behavior,Theories,
psychoanalytic theory,"according to this theory, personality is shaped by a person's unconscious motives, and to gain insight into the emotional issues and conflicts that are causing difficulties",Theories,
resource model of attention,"since attention is a limited resource, if multiple tasks do not exceed this limit, they can be done simultaneously. If they do, they they interfere with each other an dare difficult to do simultaneously",Theories,
Schacter-Singer theory,theory of emotion that asserts that the experience of physiological arousal occurs first and is followed by a conscious cognitive interpretation or appraisal that allows for the identification of the experience emotion,Theories,
signal detection theory,"theory that attempts to predict how and when someone will detect the presence of a given sensory stimuli (""signal"") amidst all of the other sensory stimuli in the background (considered the noise). There are four possible outcomes: a hit (signal is present and was detected), a miss (signal was present but not detected), a false alarm (signal was not present but the person thought it was), and a correct rejection (signal was not present and the person did not think it was).",Theories,
spotlight model,"model for visual attention, with a spotlight representing one's attention and its ability to unlock from a current target, move focus, and lock onto a new target",Theories,
spreading activation theory,"theory of information retrieval that involves a search process where specific nodes are activated, which leads to the activation of related nodes, and so on. A node doesn't become activated until it receives input signals from its neighbors that are strong enough to reach a response threshold. The effect of input signals is cummulative: the response threshold is reached by the summation of input signals from multiple nodes",Theories,
symbolic interactionism,"micro-level theory in sociology, which examines the relationship between individuals and society by focusing on communication, the exchange of information through language and symbols. Symbolic interactionism suggests that the mind and self emerge through the social process of communication or use of symbols",Theories,
Yerkes-Dodson Law,law that describes an upside down U-shaped relationship between arousal and performance. It asserts that a moderate level of arousal creates optimal performance and too little arousal leads to complacency and too much arousal can be overwhelming,Theories,
